@id,count
2367-2501,20
2367-2544,3
2367-2617,19
2367-3060,14
2367-3079,14
2367-3613,13
2367-3621,3
2367-3648,13
2367-4792,49
2367-5144,10
2367-5233,14
2367-5241,14
2367-5322,10
2367-5365,55
2367-5500,54
2367-5594,32
2367-5608,44
2367-5772,25
2367-6000,54
2367-6477,12
2367-6795,63
2367-699X,1
2367-7163,82
2367-7236,34
2367-7244,34
2367-7325,36
2367-7333,36
2367-7414,67
2367-7805,19
2367-8194,6
2368-0512,78
2368-0652,14
2368-1209,15
2368-2000,46
2368-2132,65
2368-2655,13
2368-2663,13
2368-416X,46
2368-4275,5
2368-4526,69
2368-4798,14
2368-5905,27
2368-5956,8
2368-5964,9
2368-6103,13
2368-6111,24
2368-6669,35
2368-6677,6
2368-7169,10
2368-7177,10
2368-738X,106
2368-7398,105
2368-7460,22
2368-7487,19
2368-7924,52
2368-7959,79
2368-8076,68
2368-8181,6
2368-819X,6
2368-9226,14
2368-9587,55
2369-0399,22
2369-0569,16
2369-0739,68
2369-0747,68
2369-0755,34
2369-0763,34
2369-1190,46
2369-1352,185
2369-1778,46
2369-1999,28
2369-2529,21
2369-288X,26
2369-2960,78
2369-2995,19
2369-3355,31
2369-3762,29
2369-5293,12
2369-5668,20
2369-5676,20
2369-5757,34
2369-615X,22
2369-6753,25
2369-6761,36
2369-6893,65
2369-6923,35
2369-6931,35
2369-7180,21
2369-7393,30
2369-7407,30
2369-775X,8
2369-8985,4
2369-9256,11
2371-0071,14
2371-0179,156
2371-1175,140
2371-1647,10
2371-1655,3
2371-1671,20
2371-2570,27
2371-3321,5
2371-3771,16
2371-4379,6
2371-4549,10
2371-4808,4
2371-4972,14
2371-4980,14
2371-5243,216
2371-5251,1
2371-574X,5
2371-6053,58
2371-6878,8
2371-7750,41
2371-8048,7
2371-8366,8
2371-8374,8
2372-0115,2
2372-028X,1
2372-0301,72
2372-0352,109
2372-0395,200
2372-0468,9
2372-0484,169
2372-0654,10
2372-0751,80
2372-0778,1
2372-0921,23
2372-0948,44
2372-0956,43
2372-0964,23
2372-0972,67
2372-0980,77
2372-1391,9
2372-1901,37
2372-191X,3
2372-1928,46
2372-1952,46
2372-2487,31
2372-2495,31
2372-2509,33
2372-2614,99
2372-2657,37
2372-2797,6
2372-3076,4
2372-3092,42
2372-3106,42
2372-3114,2
2372-3246,15
2372-3254,15
2372-3483,63
2372-3505,90
2372-3513,90
2372-3556,481
2372-3858,43
2372-3874,4
2372-4064,2
2372-4072,7
2372-4250,8
2372-4277,10
2372-4307,12
2372-4323,83
2372-4501,1083
2372-451X,21
2372-4552,15
2372-4579,6
2372-479X,64
2372-4803,64
2372-4811,9
2372-482X,9
2372-4846,28
2372-4854,28
2372-4862,11
2372-4870,11
2372-4919,21
2372-4927,21
2372-4951,25
2372-496X,25
2372-4978,30
2372-4986,30
2372-5052,59
2372-5060,66
2372-5079,54
2372-5087,17
2372-5095,17
2372-5109,16
2372-5117,16
2372-5125,27
2372-5133,27
2372-5540,73
2372-5672,135
2372-5923,29
2372-594X,9
2372-6156,15
2372-6164,15
2372-6229,21
2372-6237,21
2372-627X,26
2372-6288,26
2372-6458,20
2372-6466,20
2372-6539,24
2372-6601,27
2372-708X,1
2372-7322,97
2372-7330,97
2372-7705,66
2372-7772,8
2372-7780,8
2372-7810,23
2372-7829,23
2372-8078,33
2372-8191,38
2372-8299,10
2372-8302,23
2372-840X,5
2372-8418,17
2372-8590,33
2372-8639,29
2372-8833,4
2372-8868,4
2372-9333,30
2372-9341,30
2372-9414,46
2372-952X,126
2372-966X,18
2372-9708,163
2372-9740,111
2372-9759,50
2372-9988,54
2372-9996,54
2373-0587,63
2373-0757,29
2373-0765,29
2373-0978,5
2373-0994,8
2373-1044,35
2373-1133,18
2373-1257,4
2373-1443,33
2373-1451,33
2373-146X,293
2373-1478,67
2373-1486,67
2373-1842,11
2373-2156,31
2373-2164,31
2373-2288,200
2373-2415,2
2373-2490,43
2373-275X,18
2373-2822,313
2373-2865,58
2373-2873,58
2373-3063,129
2373-3349,82
2373-3454,1
2373-3551,8
2373-3586,60
2373-3799,88
2373-3802,88
2373-423X,61
2373-4310,149
2373-4345,173
2373-437X,94
2373-4396,278
2373-4426,195
2373-4442,138
2373-4469,48
2373-4833,59
2373-4841,59
2373-4914,14
2373-5031,42
2373-5058,74
2373-5066,28
2373-5082,29
2373-5090,29
2373-5112,83
2373-5171,32
2373-518X,32
2373-566X,77
2373-5678,77
2373-5929,15
2373-6003,23
2373-633X,216
2373-6372,173
2373-6402,169
2373-6410,169
2373-6437,228
2373-6445,290
2373-6453,140
2373-6658,18
2373-6690,1
2373-6747,3
2373-6992,59
2373-700X,59
2373-7484,25
2373-7492,73
2373-7530,28
2373-7603,8
2373-7638,8
2373-7662,65
2373-7670,65
2373-7778,111
2373-7786,267
2373-7816,721
2373-7867,43
2373-7964,15
2373-7972,69
2373-8006,2
2373-8057,36
2373-8065,42
2373-8170,16
2373-8227,224
2373-8324,32
2373-8332,32
2373-843X,17
2373-8448,17
2373-8456,46
2373-8472,43
2373-8480,43
2373-8529,60
2373-8618,13
2373-8626,13
2373-8634,15
2373-8642,15
2373-8650,10
2373-8669,10
2373-8731,124
2373-874X,37
2373-8871,24
2373-8898,24
2373-8944,18
2373-8952,18
2373-8995,30
2373-9037,58
2373-9223,161
2373-9231,299
2373-9770,194
2373-9789,194
2373-9851,30
2373-9878,472
2373-9975,20
2374-0353,24
2374-0612,24
2374-0639,28
2374-0647,52
2374-068X,148
2374-0698,148
2374-0973,22
2374-0981,22
2374-1325,114
2374-135X,116
2374-1368,129
2374-1414,10
2374-1422,10
2374-1597,9
2374-1996,1
2374-2089,38
2374-2151,38
2374-2194,49
2374-2208,49
2374-2267,68
2374-2321,27
2374-233X,27
2374-2348,24
2374-2356,24
2374-2364,26
2374-2372,26
2374-2380,56
2374-2399,42
2374-2410,49
2374-2429,49
2374-2437,752
2374-2488,32
2374-250X,32
2374-2593,26
2374-2658,35
2374-2666,35
2374-2674,47
2374-2682,47
2374-2690,28
2374-2704,28
2374-2712,23
2374-2720,23
2374-2895,39
2374-2917,7
2374-2925,7
2374-3603,9
2374-3611,9
2374-3670,98
2374-3689,98
2374-3735,60
2374-3743,60
2374-3778,6
2374-3786,6
2374-3794,6
2374-3808,6
2374-3832,111
2374-4006,16
2374-4014,16
2374-4235,374
2374-4243,374
2374-4367,256
2374-4448,43
2374-4642,58
2374-4650,58
2374-4669,46
2374-4677,40
2374-4731,295
2374-474X,295
2374-4766,30
2374-4774,30
2374-4936,9
2374-4944,9
2374-4979,9
2374-4987,9
2374-5029,9
2374-5037,9
2374-5096,7
2374-510X,7
2374-5118,126
2374-5126,126
2374-5134,9
2374-5142,9
2374-5185,7
2374-5193,7
2374-5355,193
2374-5363,15
2374-5371,15
2374-538X,53
2374-5398,36
2374-5444,10
2374-5479,7
2374-5517,20
2374-555X,11
2374-5916,67
2374-5924,67
2374-6149,40
2374-6238,16
2374-6246,27
2374-6254,27
2374-6262,12
2374-6289,12
2374-6300,8
2374-6319,8
2374-6343,20
2374-6351,20
2374-6386,6
2374-6408,6
2374-6629,45
2374-670X,11
2374-6793,51
2374-684X,29
2374-6858,20
2374-6866,46
2374-6874,34
2374-6882,24
2374-6890,65
2374-6904,27
2374-6912,72
2374-6920,139
2374-6939,247
2374-6947,95
2374-7552,16
2374-7560,16
2374-7722,102
2374-7781,52
2374-779X,52
2374-7846,34
2374-7900,6
2374-7943,273
2374-7951,273
2374-8125,14
2374-8141,34
2374-815X,69
2374-8265,868
2374-8354,5
2374-8362,26
2374-8664,6
2374-8877,81
2374-8885,81
2374-9075,8
2374-9091,8
2374-9105,3
2374-9326,9
2374-9431,8
2375-0472,34
2375-0480,34
2375-0510,34
2375-0529,49
2375-0901,101
2375-1045,10
2375-1495,78
2375-155X,1
2375-1576,70
2375-1606,66
2375-1665,10
2375-1916,272
2375-1924,272
2375-2122,40
2375-2262,5
2375-2440,38
2375-2467,83
2375-2475,186
2375-2505,10
2375-2548,767
2375-2696,12
2375-2785,36
2375-2807,36
2375-2874,16
2375-2890,16
2375-2920,15
2375-3234,20
2375-3242,20
2375-3315,15
2375-3323,15
2375-4060,36
2375-4079,1
2375-4095,15
2375-4273,110
2375-4338,87
2375-4389,131
2375-4397,79
2375-4427,73
2375-4435,59
2375-446X,67
2375-4494,240
2375-4508,92
2375-4516,100
2375-4567,4
2375-4664,72
2375-4699,62
2375-4710,25
2375-4745,20
2375-4753,20
2375-4826,8
2375-4931,98
2375-494X,98
2375-608X,5
2375-6098,5
2375-6314,349
2375-6322,334
2375-6586,10
2375-6683,5
2375-6713,9
2375-6829,5
2375-7043,15
2375-7310,9
2375-7728,5
2375-7744,2
2375-7752,2
2375-7795,17
2375-7809,22
2375-7833,25
2375-835X,71
2375-8422,33
2375-8430,33
2375-8449,20
2375-8473,20
2375-8627,127
2375-9240,52
2375-9267,52
2375-9402,1
2375-9747,67
2375-9771,63
2375-9887,9
2375-9917,9
2375-9933,9
2376-0060,30
2376-0214,70
2376-0249,256
2376-0281,160
2376-0311,36
2376-032X,111
2376-0354,88
2376-0389,76
2376-0419,153
2376-0427,175
2376-046X,8
2376-0478,40
2376-0494,38
2376-0540,278
2376-0605,165
2376-0699,116
2376-0818,16
2376-0826,16
2376-0923,47
2376-1032,278
2376-1199,70
2376-1202,70
2376-127X,227
2376-130X,63
2376-1318,58
2376-1385,1
2376-1407,92
2376-1415,92
2376-1601,20
2376-1636,20
2376-2004,11
2376-2136,22
2376-2144,22
2376-2152,2
2376-2160,2
2376-2977,54
2376-3310,6
2376-3639,26
2376-3949,20
2376-3981,45
2376-4260,41
2376-4279,41
2376-4538,97
2376-4570,33
2376-4589,19
2376-4678,44
2376-4791,131
2376-4813,27
2376-5267,8
2376-5275,20
2376-5739,12
2376-578X,179
2376-581X,12
2376-5968,16
2376-5992,101
2376-6069,10
2376-6115,21
2376-6123,222
2376-6174,13
2376-659X,28
2376-6662,54
2376-6700,12
2376-6808,27
2376-6832,29
2376-6964,61
2376-6972,61
2376-6980,267
2376-7014,44
2376-7227,33
2376-7286,16
2376-7340,40
2376-7405,24
2376-7464,38
2376-7510,65
2376-7618,129
2376-7626,61
2376-7642,64
2376-7669,26
2376-7715,26
2376-774X,1
2376-7766,6
2376-7782,25
2376-7812,55
2376-7839,125
2376-7952,1
2376-8029,3
2376-8045,42
2376-810X,32
2376-8711,9
2376-905X,42
2376-9130,274
2376-922X,19
2376-9254,157
2376-9319,75
2376-9416,8
2376-9491,100
2376-9718,1
2376-9726,1
2376-9998,11
2377-0007,4
2377-0015,4
2377-004X,89
2377-0058,49
2377-035X,2
2377-0376,2
2377-0538,5
2377-0546,5
2377-0619,63
2377-0643,85
2377-0783,48
2377-0813,34
2377-0821,34
2377-0902,32
2377-1003,153
2377-1038,33
2377-1046,33
2377-1143,46
2377-1313,16
2377-1348,32
2377-1356,34
2377-1364,43
2377-1372,21
2377-1518,15
2377-1542,40
2377-1569,27
2377-1607,28
2377-1623,36
2377-164X,37
2377-1658,35
2377-1666,438
2377-1887,20
2377-2050,21
2377-2158,29
2377-2220,3
2377-2263,70
2377-2301,11
2377-231X,30
2377-2484,31
2377-2549,8
2377-2557,31
2377-2891,62
2377-3219,18
2377-3294,9
2377-3308,3
2377-3316,3
2377-3324,106
2377-3367,62
2377-3545,17
2377-3553,8
2377-3561,8
2377-360X,40
2377-3634,65
2377-374X,17
2377-3774,172
2377-3790,11
2377-3936,11
2377-4282,95
2377-4290,161
2377-4304,172
2377-4312,125
2377-4622,13
2377-4630,54
2377-4657,20
2377-4665,20
2377-4673,102
2377-4681,5
2377-5351,11
2377-6161,3
2377-6196,11
2377-6277,98
2377-6293,11
2377-6528,106
2377-6668,5
2377-6765,2
2377-7087,78
2377-729X,56
2377-7311,66
2377-732X,66
2377-7338,40
2377-7346,40
2377-7400,66
2377-7419,66
2377-8075,97
2377-8253,104
2377-8261,10
2377-8350,56
2377-8369,24
2377-8377,30
2377-8385,35
2377-8393,21
2377-8407,20
2377-8725,76
2377-8741,4
2377-8784,23
2377-889X,25
2377-8903,25
2377-9004,100
2377-9098,89
2377-9160,1
2377-9187,1
2377-9217,74
2377-9284,21
2377-9292,12
2377-9306,50
2377-9330,50
2377-9381,40
2377-939X,40
2377-9519,6
2377-9578,66
2377-9594,10
2377-9608,7
2377-9640,74
2377-9756,13
2377-9764,16
2377-987X,27
2377-9888,7
2378-0185,44
2378-0231,40
2378-0789,11
2378-0967,58
2378-1343,11
2378-1351,11
2378-136X,36
2378-1378,11
2378-1726,48
2378-1815,55
2378-1823,55
2378-2242,6
2378-2951,86
2378-3001,63
2378-3079,13
2378-3095,13
2378-3141,10
2378-315X,118
2378-3168,125
2378-3176,108
2378-3184,102
2378-3397,48
2378-3400,9
2378-3419,74
2378-346X,65
2378-3516,63
2378-3648,28
2378-3656,150
2378-3664,18
2378-3672,25
2378-3923,13
2378-4245,62
2378-4253,11
2378-4776,111
2378-5047,17
2378-5128,47
2378-5136,47
2378-5179,20
2378-5225,13
2378-5411,12
2378-542X,12
2378-5438,10
2378-5551,20
2378-556X,2
2378-5578,2
2378-5594,1
2378-5756,191
2378-5853,15
2378-5977,404
2378-654X,29
2378-6841,48
2378-6914,30
2378-7031,18
2378-7090,94
2378-8038,39
2378-8097,15
2378-8100,6
2378-8321,134
2378-8372,134
2378-8437,44
2378-8461,62
2378-8526,90
2378-8550,39
2378-8569,39
2378-8577,153
2378-8585,80
2378-8615,72
2378-8631,131
2378-864X,111
2378-8674,56
2378-8720,5
2378-8739,18
2378-8763,37
2378-8887,25
2378-9018,5
2378-9026,3
2378-9174,131
2378-9506,168
2378-9557,81
2378-962X,7
2378-9670,111
2378-9689,13
2378-9697,13
2379-0539,6
2379-0555,6
2379-1020,10
2379-1047,1
2379-1101,47
2379-111X,22
2379-1292,39
2379-1381,73
2379-139X,73
2379-1543,23
2379-1551,23
2379-156X,17
2379-1578,15
2379-1586,26
2379-1683,16
2379-1691,16
2379-1705,42
2379-1764,90
2379-2884,12
2379-2914,4
2379-2922,3
2379-2949,28
2379-2957,28
2379-2981,44
2379-3074,20
2379-3104,20
2379-3163,47
2379-3171,47
2379-3406,13
2379-3414,13
2379-3694,264
2379-3708,242
2379-4038,10
2379-4046,31
2379-4550,44
2379-4615,38
2379-4925,21
2379-4933,21
2379-5042,159
2379-5077,66
2379-5298,1
2379-5700,8
2379-5719,12
2379-5751,9
2379-5824,15
2379-5832,13
2379-5972,5
2379-5980,11
2379-6111,25
2379-6146,9
2379-6154,33
2379-6162,46
2379-6294,40
2379-6359,119
2379-6367,95
2379-6375,40
2379-6383,105
2379-6391,35
2379-6464,2
2379-6510,7
2379-6529,34
2379-7150,43
2379-7355,11
2379-7363,11
2379-7371,4
2379-738X,4
2379-7398,6
2379-7401,6
2379-7444,4
2379-7452,4
2379-7479,9
2379-7487,9
2379-7495,10
2379-7509,10
2379-769X,26
2379-7835,31
2379-8432,174
2379-8572,15
2379-8742,1
2379-8793,19
2379-8858,63
2379-8904,63
2379-8920,73
2379-8939,73
2379-8955,1
2379-9153,1808
2379-920X,9
2379-9307,18
2379-9447,14
2379-9463,109
2379-9471,109
2379-9536,65
2379-9579,1
2379-9587,1
2379-965X,9
2379-9668,8
2379-9706,11
2379-9757,6
2379-9889,100
2379-9900,32
2379-9927,13
2379-9935,13
2379-9951,4
2380-0127,26
2380-0135,26
2380-0216,8
2380-0445,20
2380-0534,17
2380-0569,15
2380-0585,16
2380-0844,64
2380-0852,64
2380-1107,28
2380-1689,12
2380-176X,1141
2380-193X,35
2380-2057,190
2380-2146,22
2380-2154,7
2380-2170,5
2380-2359,435
2380-2367,15
2380-2391,131
2380-288X,13
2380-2898,13
2380-2987,27
2380-3940,20
2380-4041,23
2380-405X,23
2380-4076,28
2380-4084,326
2380-4327,60
2380-4335,60
2380-4491,421
2380-4505,431
2380-5013,10
2380-5021,6
2380-5048,1
2380-5064,3
2380-5439,92
2380-548X,33
2380-5498,37
2380-5528,18
2380-5536,31
2380-5544,26
2380-5552,28
2380-5595,24
2380-5633,11
2380-5730,18
2380-5919,76
2380-6036,9
2380-6087,44
2380-6540,27
2380-6567,31
2380-6583,229
2380-6761,39
2380-6842,16
2380-6966,19
2380-7016,18
2380-7172,46
2380-7245,11
2380-727X,20
2380-7571,13
2380-7598,13
2380-7679,24
2380-8195,218
2380-8497,7
2380-8500,6
2380-8942,23
2380-8950,23
2380-8977,46
2380-8985,46
2380-8993,52
2380-9000,57
2380-9183,57
2380-9205,57
2380-9418,38
2380-9434,29
2380-9450,13
2380-9477,17
2381-0688,283
2381-0750,20
2381-0793,13
2381-0858,17
2381-1404,14
2381-1412,8
2381-1439,8
2381-179X,141
2381-1803,126
2381-182X,71
2381-2044,2
2381-2060,9
2381-2338,30
2381-2346,45
2381-2354,45
2381-2907,10
2381-2915,14
2381-3121,70
2381-3318,29
2381-3326,2
2381-3369,59
2381-3377,59
2381-3717,31
2381-4381,18
2381-4403,18
2381-4543,6
2381-4683,17
2381-4721,44
2381-4764,267
2381-5299,35
2381-5329,27
2381-5639,6
2381-5949,11
2381-6678,16
2381-6694,16
2381-6724,4
2381-6732,4
2381-6872,30
2381-6937,15
2381-6961,15
2381-7070,12
2381-7097,12
2381-7100,14
2381-7119,14
2381-800X,20
2381-8107,48
2381-8115,48
2381-862X,18
2381-8689,25
2381-8719,72
2381-8727,41
2381-9030,1
2381-9227,15
2381-9235,15
2381-9243,12
2381-9251,21
2381-926X,15
2381-9278,15
2381-9286,12
2381-9294,21
2381-9677,15
2381-9685,15
2382-0349,45
2382-0373,180
2382-1205,41
2382-2007,27
2382-218X,32
2382-2899,62
2382-3046,6
2382-3240,98
2382-3356,24
2382-3364,24
2382-3399,48
2382-3410,70
2382-3860,48
2382-3984,8
2382-4018,34
2382-4239,11
2382-4700,52
2382-4980,195
2382-5014,62
2382-5073,15
2382-5081,29
2382-5170,10
2382-5219,4
2382-5340,46
2382-5464,33
2382-5545,17
2382-5588,81
2382-5596,48
2382-574X,5
2382-5758,12
2382-5812,16
2382-591X,12
2382-5928,5
2382-6134,22
2382-6177,41
2382-6185,77
2382-624X,81
2382-6258,81
2382-6266,26
2382-6282,57
2382-6339,64
2382-6363,18
2382-6371,18
2382-638X,1
2382-6398,1
2382-6401,13
2382-641X,13
2382-6436,12
2382-6533,44
2382-9230,47
2382-9990,103
2383-0271,107
2383-028X,107
2383-0298,89
2383-0301,29
2383-0441,30
2383-0506,24
2383-0972,24
2383-1219,92
2383-1413,162
2383-1421,162
2383-1960,6
2383-1979,6
2383-2312,39
2383-2436,62
2383-2444,62
2383-2568,22
2383-2754,7
2383-2762,51
2383-2819,47
2383-2886,80
2383-2894,236
2383-3009,30
2383-3211,88
2383-3491,40
2383-3874,126
2383-4072,72
2383-4307,51
2383-4315,81
2383-434X,9
2383-4544,25
2383-4625,115
2383-4757,97
2383-4870,147
2383-4889,147
2383-4897,42
2383-4943,80
2383-4986,13
2383-5001,95
2383-5036,39
2383-5222,17
2383-5230,5
2383-5249,70
2383-5257,53
2383-5281,926
2383-5389,60
2383-5400,34
2383-5427,67
2383-5508,9
2383-5656,26
2383-5699,43
2383-5702,60
2383-5710,60
2383-613X,98
2383-6180,120
2383-630X,402
2383-6318,244
2383-6334,130
2383-6415,75
2383-6423,15
2383-6881,64
2383-7039,28
2383-7047,5
2383-7101,38
2383-7306,25
2383-7594,9
2383-7624,15
2383-7837,160
2383-7845,160
2383-7977,142
2383-8051,13
2383-8086,66
2383-8221,33
2383-8272,414
2383-8337,119
2383-8442,57
2383-8477,23
2383-8701,28
2383-8736,7
2383-899X,86
2383-9066,62
2383-9171,12
2383-9244,4
2383-9309,83
2383-9317,83
2383-9376,14
2383-9449,41
2383-9457,62
2383-9899,78
2383-9910,34
2384-0137,120
2384-0145,88
2384-0153,18
2384-0242,48
2384-0250,48
2384-0269,8
2384-0293,68
2384-0358,75
2384-0544,70
2384-0668,28
2384-0692,28
2384-0757,59
2384-0900,61
2384-1052,43
2384-1079,61
2384-1095,77
2384-1109,77
2384-1168,115
2384-132X,105
2384-1397,98
2384-1621,67
2384-1648,59
2384-1710,67
2384-1729,56
2384-1877,30
2384-2121,23
2384-2423,29
2384-2431,29
2384-2458,44
2384-3152,9
2384-3209,17
2384-3268,43
2384-3411,8
2384-3799,44
2384-4078,49
2384-4272,61
2384-4353,72
2384-4361,48
2384-4388,27
2384-440X,54
2384-4434,43
2384-4663,25
2384-4795,24
2384-5147,118
2384-5589,82
2384-6321,8
2384-633X,2
2384-6356,2
2384-6364,3
2384-6402,1
2384-6410,1
2384-6429,5
2384-6437,2
2384-6585,29
2384-6607,29
2384-8766,77
2384-8804,69
2385-0442,52
2385-0833,39
2385-0922,52
2385-118X,2
2385-1996,330
2385-2011,431
2385-2836,56
2385-4138,34
2385-4529,44
2385-4626,40
2385-4731,69
2385-5290,4
2385-5495,12
2385-6785,1
2385-7021,18
2385-703X,18
2385-7641,12
2385-8052,40
2385-9717,67
2386-0316,70
2386-110X,137
2386-1274,303
2386-1363,66
2386-2041,14
2386-2483,22
2386-2637,27
2386-3110,4
2386-3129,63
2386-3137,51
2386-3358,1
2386-3730,32
2386-3765,52
2386-3781,29
2386-3846,16
2386-3889,50
2386-3919,46
2386-3927,46
2386-3935,22
2386-3943,19
2386-401X,21
2386-4435,77
2386-4893,37
2386-4915,36
2386-5180,129
2386-5423,293
2386-5431,36
2386-5458,71
2386-5660,52
2386-5768,41
2386-5776,25
2386-5822,75
2386-6292,40
2386-6691,9
2386-6861,22
2386-687X,8
2386-6942,4
2386-7027,68
2386-7159,46
2386-7418,448
2386-7442,31
2386-7469,1
2386-7515,28
2386-7620,18
2386-7876,147
2386-8015,13
2386-8295,15
2386-8333,73
2386-8406,32
2386-8449,26
2386-8635,40
2386-8864,38
2386-9062,451
2386-9453,46
2386-9461,13
2386-9968,6
2387-0206,775
2387-1253,201
2387-1814,25
2387-1954,32
2387-2306,41
2387-3086,261
2387-3299,1
2387-3345,17
2387-4546,20
2387-4562,30
2387-4597,14
2387-5372,37
2387-5739,29
2387-5844,42
2387-5852,42
2387-5976,23
2387-5984,23
2387-6743,16
2389-7066,63
2389-7325,41
2389-7481,42
2389-7708,46
2389-7716,16
2389-7732,8
2389-783X,60
2389-7848,42
2389-7856,40
2389-7864,39
2389-7872,46
2389-8186,63
2389-8194,63
2389-8232,45
2389-8526,72
2389-8755,77
2389-8801,53
2389-8844,68
2389-8976,74
2389-9182,56
2389-9247,11
2389-9441,9
2389-9468,45
2389-9719,39
2389-993X,80
2390-0016,10
2390-0024,9
2390-0032,12
2390-0040,19
2390-0067,10
2390-0644,22
2390-0725,26
2391-4815,40
2391-4920,19
2391-5021,53
2391-5110,11
2391-5129,26
2391-5137,12
2391-5145,10
2391-5412,251
2391-5420,206
2391-5439,196
2391-5447,169
2391-5455,322
2391-5463,317
2391-5471,241
2391-5536,20
2391-5544,17
2391-5552,1
2391-5560,2
2391-5838,63
2391-5854,39
2391-6001,26
2391-6540,19
2391-6559,108
2391-6567,49
2391-6575,103
2391-6702,10
2391-6710,95
2391-6729,56
2391-6761,182
2391-6826,65
2391-6834,56
2391-6842,20
2391-6850,38
2391-7229,6
2391-7253,34
2391-7385,22
2391-7393,1
2391-7512,47
2391-7571,96
2391-7598,134
2391-7601,19
2391-761X,25
2391-7725,14
2391-775X,140
2391-7768,30
2391-7865,59
2391-7873,67
2391-7881,21
2391-7903,37
2391-7911,29
2391-792X,32
2391-7970,44
2391-7989,35
2391-8152,49
2391-8160,39
2391-8179,98
2391-8241,21
2391-8497,68
2391-8551,5
2391-8594,101
2391-8608,36
2391-8616,34
2391-9531,24
2392-0025,62
2392-0041,3458
2392-0092,69
2392-0297,15
2392-0327,27
2392-0343,35
2392-0629,262
2392-0890,6
2392-1099,35
2392-1196,19
2392-1226,15
2392-1269,27
2392-1412,31
2392-1544,38
2392-1552,23
2392-1625,45
2392-1633,16
2392-1641,71
2392-2389,168
2392-2397,137
2392-2400,159
2392-2419,88
2392-2427,94
2392-2435,141
2392-2656,14
2392-2664,12
2392-2680,12
2392-2699,12
2392-2923,70
2392-3458,81
2392-4101,57
2392-4209,18
2392-4322,34
2392-4446,17
2392-4535,16
2392-4543,16
2392-456X,25
2392-4578,25
2392-4632,54
2392-473X,15
2392-4772,63
2392-4853,26
2392-5086,83
2392-5175,116
2392-5302,53
2392-5418,123
2392-7054,24
2392-7518,21
2392-8077,12
2392-8956,176
2393-1140,128
2393-137X,24
2393-1493,10
2393-1795,24
2393-1817,60
2393-249X,6
2393-2503,40
2393-3356,51
2393-4999,104
2393-6193,12
2393-6304,12
2393-6606,16
2393-8021,224
2393-8161,172
2393-8455,18
2393-8463,7
2393-8498,24
2393-8536,21
2393-8544,21
2393-8617,59
2393-8625,116
2393-8633,8
2393-8692,45
2393-8854,4
2393-8870,32
2393-9060,64
2393-9079,39
2393-9087,39
2393-9117,21
2393-9125,63
2393-9133,6
2393-9206,7
2393-9249,91
2393-9575,30
2393-9834,40
2393-9885,23
2394-0042,16
2394-0050,16
2394-0379,4
2394-0409,13
2394-0417,11
2394-0425,5
2394-0433,5
2394-0441,22
2394-0514,5
2394-0565,46
2394-0808,1
2394-0816,4
2394-0824,16
2394-0832,14
2394-0840,21
2394-1073,173
2394-1081,194
2394-109X,174
2394-1103,161
2394-1111,206
2394-112X,51
2394-1391,51
2394-1499,21
2394-1502,10
2394-1588,1
2394-1707,303
2394-2002,23
2394-2010,67
2394-2053,53
2394-2061,53
2394-2118,156
2394-2126,156
2394-2258,36
2394-2363,65
2394-2568,10
2394-2576,2
2394-2584,6
2394-2592,1
2394-2703,13
2394-272X,29
2394-2738,29
2394-2746,101
2394-2754,101
2394-2762,29
2394-2770,29
2394-2789,24
2394-2797,24
2394-2800,65
2394-2916,31
2394-3351,23
2394-336X,31
2394-3378,32
2394-4137,73
2394-4196,42
2394-4234,41
2394-4285,38
2394-4471,109
2394-448X,50
2394-4544,73
2394-4714,364
2394-4722,101
2394-4781,124
2394-479X,13
2394-4862,27
2394-4951,14
2394-496X,14
2394-4978,115
2394-4986,12
2394-4994,124
2394-5001,13
2394-5079,83
2394-5125,2
2394-532X,12
2394-5370,3
2394-5443,45
2394-546X,97
2394-5478,97
2394-5818,32
2394-5915,1
2394-5966,2
2394-6032,842
2394-6040,48
2394-6083,45
2394-6180,13
2394-6318,73
2394-6369,82
2394-6377,82
2394-6504,13
2394-6512,13
2394-6520,25
2394-6555,35
2394-6644,24
2394-6709,65
2394-6768,59
2394-6776,59
2394-6784,174
2394-6792,174
2394-6822,50
2394-6954,89
2394-708X,7
2394-7144,42
2394-7152,46
2394-7438,86
2394-7454,45
2394-7527,4
2394-7675,23
2394-7705,11
2394-790X,70
2394-7993,2
2394-8108,51
2394-8159,38
2394-8418,34
2394-8884,5
2394-9015,33
2394-9341,7
2394-935X,5
2394-9368,9
2394-9376,6
2394-9384,9
2394-9392,31
2394-9465,105
2394-9473,78
2394-9643,59
2394-9759,8
2394-9872,59
2394-9937,46
2394-9945,30
2395-0250,6
2395-0455,8
2395-1176,36
2395-1184,70
2395-1354,97
2395-1362,97
2395-1435,204
2395-1443,82
2395-1451,82
2395-146X,204
2395-1605,36
2395-1648,30
2395-1656,55
2395-1664,55
2395-1672,50
2395-1680,50
2395-1796,78
2395-180X,105
2395-1893,7
2395-1958,75
2395-2075,59
2395-2296,124
2395-2555,26
2395-2571,24
2395-258X,45
2395-2598,23
2395-2601,29
2395-261X,40
2395-2814,313
2395-2822,313
2395-2830,13
2395-289X,2
2395-311X,33
2395-3381,33
2395-3799,107
2395-3977,64
2395-4264,54
2395-4272,50
2395-4469,20
2395-4736,37
2395-4914,48
