@id,count
2395-499X,48
2395-5287,4
2395-5295,4
2395-5414,137
2395-5600,25
2395-6186,53
2395-6194,53
2395-6518,5
2395-6542,52
2395-6615,17
2395-6623,14
2395-6631,16
2395-7220,70
2395-7328,35
2395-7395,36
2395-7441,35
2395-7492,94
2395-7565,3
2395-7611,34
2395-7654,13
2395-7662,12
2395-7697,34
2395-7972,87
2395-8057,33
2395-8235,148
2395-8464,158
2395-8618,75
2395-8669,109
2395-8812,49
2395-8936,11
2395-9053,36
2395-9126,30
2395-9134,8
2395-9177,40
2395-9185,35
2395-9215,216
2395-938X,22
2395-9525,34
2395-969X,213
2396-7307,44
2396-7404,15
2396-7544,63
2396-8303,12
2396-8311,12
2396-832X,9
2396-8923,6
2396-9008,9
2396-9393,184
2396-9407,184
2396-9415,4
2396-9776,49
2396-9814,305
2396-9873,51
2396-9881,51
2397-0022,61
2397-0030,61
2397-0243,90
2397-0642,20
2397-0820,5
2397-0863,20
2397-1304,6
2397-1789,47
2397-1835,51
2397-1983,31
2397-2009,10
2397-2017,10
2397-2092,48
2397-3129,15
2397-334X,12
2397-3366,8
2397-3374,9
2397-3463,12
2397-3498,74
2397-3757,15
2397-4575,17
2397-4583,17
2397-4648,19
2397-5237,31
2397-5482,2
2397-5547,1
2397-5563,19
2397-575X,23
2397-5776,30
2397-6233,61
2397-6241,61
2397-6527,39
2397-6845,10
2397-6918,6
2397-7000,1
2397-7264,21
2397-7825,38
2397-7914,1
2397-7922,1
2397-8325,448
2397-8511,3
2397-8554,1
2397-8562,1
2397-8686,8
2397-8694,3
2397-8716,13
2397-9119,25
2397-9372,34
2397-9380,34
2397-950X,35
2397-9534,67
2397-9542,67
2397-9623,36
2397-9631,24
2398-0281,4
2398-029X,2
2398-0605,11
2398-2799,18
2398-3108,24
2398-3116,28
2398-3124,15
2398-3345,21
2398-3353,29
2398-3361,11
2398-3396,2
2398-385X,20
2398-3884,18
2398-4279,51
2398-4287,166
2398-4295,25
2398-4937,37
2398-4961,114
2398-502X,34
2398-5380,24
2398-5399,23
2398-5437,8
2398-5682,49
2398-5763,16
2398-6131,13
2398-6530,14
2398-6700,10
2398-676X,14
2398-6786,4
2398-6883,12
2398-7073,50
2398-7308,1
2398-7316,1
2398-7537,9
2398-7723,140
2398-8096,21
2398-8495,12
2398-8517,11
2398-8878,24
2398-9084,232
2398-9122,13
2398-9173,38
2398-9181,38
2398-970X,4
2399-2026,3
2399-293X,123
2399-2948,100
2399-2956,62
2399-3685,3
2399-3693,3
2399-4509,15
2399-4606,10
2399-5289,13
2399-5297,3
2399-5548,160
2399-5556,89
2399-6544,39
2399-6552,39
2399-6714,17
2399-6854,12
2399-6862,8
2399-7370,6
2399-7389,5
2399-7397,10
2399-7400,6
2399-7435,5
2399-7575,14
2399-7656,5
2399-8083,39
2399-8091,39
2399-8172,9
2399-8180,1
2399-8199,2
2399-8202,2
2399-844X,5
2399-8458,5
2399-8571,12
2399-8733,25
2399-908X,9
2399-9098,12
2399-9624,2
2399-9632,6
2399-9640,1
2399-973X,2
2399-9799,2
2405-4283,15
2405-4496,5
2405-4518,60
2405-4526,123
2405-4550,5
2405-4569,275
2405-4577,365
2405-4615,19
2405-4658,10
2405-4690,127
2405-4712,213
2405-4739,40
2405-478X,37
2405-4925,4
2405-4933,4
2405-4984,17
2405-4992,17
2405-500X,257
2405-5018,14
2405-5050,27
2405-5069,27
2405-5093,46
2405-5204,37
2405-5255,100
2405-5352,48
2405-5522,12
2405-5530,12
2405-5794,28
2405-5808,338
2405-5875,48
2405-5999,4
2405-6006,4
2405-6014,1113
2405-6030,24
2405-609X,64
2405-6308,6
2405-6456,44
2405-6464,44
2405-6472,39
2405-6480,39
2405-6502,58
2405-6537,69
2405-6545,120
2405-6553,53
2405-6561,103
2405-6618,42
2405-6650,35
2405-6731,41
2405-6758,11
2405-6766,22
2405-688X,107
2405-6901,107
2405-691X,120
2405-6928,1
2405-6936,1
2405-710X,37
2405-7223,116
2405-7649,4
2405-7657,4
2405-7827,201
2405-7843,12
2405-7991,78
2405-8017,1
2405-8033,142
2405-805X,35
2405-8181,136
2405-8297,86
2405-8300,30
2405-8351,27
2405-836X,27
2405-8378,1
2405-8386,1
2405-8440,188
2405-8513,21
2405-8521,47
2405-8572,47
2405-8645,14
2405-8661,211
2405-867X,211
2405-8726,59
2405-8807,31
2405-8823,60
2405-8831,44
2405-8866,5
2405-8963,5487
2405-9188,21
2405-9390,47
2405-9595,76
2405-9854,4
2406-0364,6
2406-0380,15
2406-0631,47
2406-0690,29
2406-0712,63
2406-0720,414
2406-0739,26
2406-0747,15
2406-0755,23
2406-0763,31
2406-0771,46
2406-078X,58
2406-0798,26
2406-0801,31
2406-081X,69
2406-0828,49
2406-0836,81
2406-0860,76
2406-0879,63
2406-0887,57
2406-0895,179
2406-0917,34
2406-0925,31
2406-0933,668
2406-0941,46
2406-095X,47
2406-0968,77
2406-0976,40
2406-100X,42
2406-1018,98
2406-1026,33
2406-1034,66
2406-1042,12
2406-1255,59
2406-1301,10
2406-1328,7
2406-2006,42
2406-209X,8
2406-2324,4
2406-2588,29
2406-2693,16
2406-2979,38
2406-3045,13
2406-3134,6
2406-3266,51
2406-4238,86
2406-4696,56
2406-4726,94
2406-4734,102
2406-4742,56
2406-6168,6743
2406-7598,46
2406-8195,60
2406-825X,30
2406-8268,4
2406-8276,46
2406-8535,60
2406-856X,38
2406-8799,15
2406-8853,71
2406-9019,19
2406-9205,51
2406-9213,54
2406-9264,84
2406-9272,48
2406-9280,11
2406-9620,68
2406-9701,18
2407-0475,63
2407-0610,37
2407-0963,22
2407-1056,36
2407-2230,64
2407-2524,21
2407-3563,21
2407-4047,99
2407-411X,1
2407-4527,2
2407-4926,126
2407-4934,104
2407-506X,16
2407-540X,1
2407-5434,34
2407-5469,53
2407-5825,30
2407-5973,69
2407-6090,55
2407-6260,19
2407-6562,89
2407-6724,28
2407-6767,10
2407-6899,122
2407-7259,6
2407-7267,104
2407-7321,34
2407-7542,44
2407-7658,33
2407-7860,51
2407-7933,30
2407-814X,37
2407-8247,17
2407-8646,150
2407-8654,248
2407-8751,49
2407-876X,89
2407-912X,46
2407-9502,2
2408-0551,4
2408-1469,7
2408-4077,5
2408-5987,36
2408-6851,47
2408-7408,54
2408-8293,153
2408-8315,34
2408-8331,6
2408-8358,7
2408-8366,63
2408-8374,52
2408-8390,8
2408-8404,116
2408-8439,8
2408-8447,60
2408-8455,110
2408-8463,121
2408-8501,11
2408-8528,63
2408-8544,48
2408-8595,30
2408-8609,23
2408-8633,242
2408-8684,119
2408-8706,13
2408-8714,53
2408-8730,68
2408-8749,7
2408-8765,26
2408-8781,11
2408-8803,29
2408-8846,24
2408-8870,2
2408-9117,19
2408-9184,8
2408-9273,10
2408-9281,2
2408-932X,94
2408-9338,75
2408-9346,74
2408-9354,109
2408-9362,100
2408-9370,132
2408-9427,15
2408-9435,28
2408-9443,55
2408-9478,89
2408-9583,52
2408-9613,41
2408-9621,25
2408-9761,41
2408-977X,37
2408-9788,24
2408-9826,31
2408-9834,27
2408-9877,30
2409-0026,49
2409-0034,19
2409-0085,965
2409-0239,84
2409-0298,51
2409-0603,130
2409-0832,24
2409-1057,91
2409-1332,36
2409-143X,57
2409-1634,89
2409-1707,40
2409-1782,73
2409-1952,54
2409-2045,19
2409-2053,10
2409-2118,59
2409-2126,86
2409-2134,10
2409-2150,15
2409-2169,15
2409-2177,10
2409-2231,159
2409-2398,35
2409-2436,29
2409-2517,209
2409-2622,20
2409-2797,23
2409-2908,71
2409-2932,17
2409-322X,17
2409-3297,27
2409-3351,34
2409-3378,40
2409-3386,43
2409-3394,21
2409-3424,195
2409-3548,24
2409-3564,22
2409-3602,37
2409-3610,30
2409-3629,28
2409-3750,33
2409-3769,7
2409-3807,5
2409-3858,49
2409-4161,72
2409-4293,9
2409-4420,665
2409-4528,15
2409-4536,34
2409-4684,233
2409-4714,96
2409-4943,257
2409-4951,14
2409-5087,138
2409-5095,24
2409-5125,66
2409-5141,18
2409-515X,25
2409-5273,16
2409-5370,38
2409-5540,49
2409-5583,138
2409-5613,70
2409-5680,42
2409-5710,15
2409-5761,29
2409-5788,26
2409-5818,16
2409-5826,25
2409-5834,138
2409-5966,61
2409-6024,179
2409-6237,5
2409-627X,19
2409-6288,34
2409-6296,32
2409-6490,18
2409-6539,14
2409-6547,36
2409-6571,135
2409-6601,15
2409-6725,3
2409-6792,35
2409-7004,50
2409-7071,45
2409-7101,57
2409-7136,145
2409-7144,190
2409-7543,78
2409-7632,31
2409-7802,79
2409-7810,69
2409-7829,278
2409-787X,18
2409-8647,53
2409-8671,46
2409-868X,219
2409-8698,68
2409-8701,75
2409-8728,169
2409-8736,62
2409-8744,101
2409-8752,18
2409-8906,8
2409-8965,85
2409-9058,37
2409-9066,153
2409-9082,25
2409-9287,24
2409-9325,130
2409-9449,17
2409-9554,63
2409-9694,14
2409-9708,26
2409-9759,16
2409-9783,19
2409-9813,18
2409-9821,14
2409-983X,12
2409-9848,22
2409-9864,88
2409-9872,2
2409-9961,65
2410-0218,37
2410-0390,91
2410-0412,7
2410-0439,40
2410-0579,13
2410-0838,7
2410-0854,28
2410-0870,61
2410-1060,24
2410-1079,24
2410-1184,67
2410-132X,12
2410-1400,26
2410-146X,50
2410-1516,82
2410-1575,46
2410-1613,52
2410-1621,47
2410-1648,12
2410-1664,50
2410-1699,46
2410-1818,106
2410-1869,37
2410-1893,159
2410-2091,646
2410-2199,15
2410-2393,20
2410-2636,195
2410-2806,24
2410-2822,26
2410-2873,38
2410-2938,19
2410-2946,79
2410-2970,8
2410-3160,76
2410-3349,40
2410-339X,38
2410-3403,39
2410-3535,243
2410-3624,20
2410-3713,60
2410-3802,7
2410-387X,3
2410-3888,5
2410-3896,15
2410-390X,1
2410-3926,51
2410-4051,6
2410-437X,28
2410-4396,10
2410-4477,244
2410-4531,66
2410-4590,1
2410-4639,34
2410-4698,35
2410-4701,12
2410-4744,44
2410-4817,39
2410-5163,23
2410-5767,9
2410-6275,37
2410-6534,22
2410-6542,6
2410-6550,7
2410-6569,4
2410-6585,7
2410-6607,3
2410-6720,21
2410-681X,125
2410-6836,34
2410-6887,27
2410-6895,6
2410-6909,20
2410-7026,74
2410-7182,96
2410-7190,6
2410-7220,47
2410-7549,117
2410-7557,97
2410-7670,212
2410-7727,38
2410-7751,206
2410-776X,206
2410-7840,121
2410-7948,13
2410-7980,20
2410-8030,9
2410-8197,35
2410-8200,47
2410-8219,46
2410-8286,34
2410-8324,52
2410-8367,47
2410-8537,10
2410-8596,59
2410-8618,46
2410-8715,67
2410-8723,66
2410-8731,142
2410-874X,155
2410-8758,14
2410-8774,4
2410-8812,80
2410-907X,35
2410-910X,16
2410-9118,14
2410-9126,9
2410-9142,16
2410-9231,80
2410-9266,35
2410-9304,22
2410-9320,16
2410-9339,15
2410-9347,7
2410-9355,26
2410-9444,13
2410-972X,29
2410-9908,81
2410-9991,20
2411-0167,15
2411-0205,55
2411-0213,58
2411-0221,17
2411-0280,80
2411-0302,18
2411-0523,8
2411-0558,73
2411-071X,121
2411-0884,18
2411-0906,103
2411-1104,61
2411-121X,12
2411-1228,7
2411-1295,216
2411-1414,30
2411-1457,73
2411-1597,59
2411-1678,10
2411-1694,30
2411-1821,86
2411-183X,152
2411-1872,81
2411-197X,82
2411-2127,93
2411-2224,128
2411-2844,55
2411-2909,11
2411-2976,7
2411-3204,40
2411-3239,56
2411-3484,59
2411-4073,127
2411-4103,87
2411-4138,154
2411-4367,71
2411-4375,6
2411-4472,151
2411-4502,116
2411-4634,70
2411-4642,3
2411-4693,15
2411-4820,10
2411-4898,10
2411-4944,172
2411-5134,26
2411-5142,41
2411-5150,6
2411-5789,37
2411-5940,18
2411-605X,186
2411-6211,21
2411-6246,7
2411-6262,246
2411-6270,26
2411-6289,16
2411-6335,20
2411-6343,12
2411-6378,8
2411-6408,9
2411-6564,77
2411-6653,8
2411-6661,10
2411-667X,1
2411-670X,10
2411-7048,8
2411-7110,107
2411-7145,7
2411-7315,51
2411-7390,69
2411-7609,355
2411-7684,13
2411-7706,13
2411-7757,54
2411-7765,54
2411-7870,49
2411-7897,65
2411-7927,44
2411-796X,189
2411-7978,39
2411-7986,151
2411-7994,51
2411-8028,11
2411-8524,133
2411-8729,72
2411-9180,186
2411-9202,92
2411-9563,303
2411-9571,127
2411-958X,154
2411-9598,87
2411-9717,270
2411-9741,76
2411-9873,29
2411-9911,133
2412-026X,30
2412-0413,50
2412-0553,69
2412-0588,77
2412-0731,107
2412-1908,72
2412-2033,11
2412-2041,7
2412-2254,3
2412-2262,5
2412-2270,6
2412-2300,52
2412-2343,37
2412-2424,17
2412-2580,5
2412-2688,271
2412-270X,338
2412-2785,6
2412-3196,39
2412-3382,18
2412-3390,9
2412-3404,9
2412-3439,2
2412-3463,4
2412-3471,4
2412-3501,144
2412-3587,5
2412-365X,8
2412-3668,17
2412-3676,14
2412-3706,3
2412-3714,7
2412-3730,44
2412-3765,86
2412-3781,17
2412-3803,3
2412-3811,5
2412-3986,69
2412-4265,82
2412-4281,16
2412-4354,123
2412-4508,198
2412-4613,82
2412-4737,80
2412-4990,293
2412-527X,136
2412-5407,20
2412-5423,146
2412-5466,160
2412-5571,151
2412-5679,250
2412-5725,55
2412-5784,55
2412-5830,55
2412-5911,45
2412-592X,21
2412-6039,9
2412-6047,24
2412-611X,19
2412-6160,91
2412-6179,314
2412-6195,111
2412-6551,7
2412-7329,198
2412-804X,52
2412-8279,12
2412-8333,183
2412-866X,37
2412-8694,46
2412-8767,56
2412-8775,33
2412-8783,187
2412-8791,109
2412-8872,26
2412-8902,60
2412-8929,42
2412-8937,50
2412-897X,5
2412-9003,47
2412-9089,34
2412-9178,43
2412-9461,61
2412-950X,10
2412-9763,52
2412-9771,5
2412-978X,6
2413-0028,59
2413-0443,33
2413-0516,12
2413-0532,65
2413-0559,61
2413-0583,54
2413-0672,13
2413-0699,100
2413-0877,168
2413-0958,540
2413-0974,23
2413-0982,20
2413-1016,51
2413-1024,72
2413-1172,38
2413-1903,73
2413-1989,30
2413-2241,216
2413-2349,73
2413-2543,32
2413-2683,11
2413-2713,6
2413-3000,46
2413-3051,28
2413-3086,12
2413-3108,303
2413-3183,82
2413-3221,42
2413-3299,15
2413-3566,24
2413-3590,24
2413-3698,46
2413-371X,19
2413-3787,27
2413-3809,23
2413-3833,120
2413-3914,243
2413-4023,40
2413-4295,117
2413-4317,80
2413-4449,26
2413-4465,18
2413-4635,91
2413-4910,7
2413-4929,7
2413-497X,41
2413-4996,57
2413-502X,22
2413-5232,4
2413-5275,10
2413-5380,16
2413-5453,72
2413-5496,56
2413-5542,26
2413-5550,295
2413-5569,10
2413-5747,45
2413-5801,29
2413-5984,38
2413-6042,165
2413-6077,26
2413-6085,63
2413-6166,53
2413-6174,62
2413-6301,22
2413-6387,9
2413-6476,84
2413-6522,56
2413-662X,25
2413-6867,22
2413-6891,32
2413-7138,14
2413-7154,153
2413-7197,27
2413-7200,31
2413-7227,11
2413-7243,17
2413-726X,6
2413-7286,11
2413-7294,33
2413-7308,6
2413-7316,13
2413-7324,4
2413-7340,12
2413-7413,10
2413-7448,12
2413-7456,25
2413-7464,16
2413-7502,10
2413-7529,12
2413-7537,6
2413-7545,7
2413-7553,152
2413-7561,14
2413-757X,7
2413-7588,24
2413-7596,23
2413-760X,3
2413-7618,34
2413-7979,21
2413-8053,41
2413-8223,17
2413-8231,52
2413-8371,17
2413-838X,7
2413-8398,5
2413-841X,7
2413-8428,6
2413-8436,22
2413-8444,13
2413-8657,30
2413-8738,128
2413-8851,4
2413-9009,57
2413-9122,29
2413-9351,19
2413-936X,112
2413-9459,92
2413-9467,92
2413-9599,61
2413-9807,47
2413-9920,13
2414-0031,113
2414-0082,9
2414-0341,46
2414-0392,66
2414-0473,35
2414-0856,31
2414-0880,24
2414-1267,22
2414-1399,14
2414-1518,74
2414-2050,6
2414-2115,7
2414-214X,2
2414-2158,18
2414-2344,70
2414-2352,29
2414-2476,4
2414-2484,6
2414-3057,25
2414-3073,53
2414-3081,54
2414-309X,44
2414-3103,24
2414-3111,35
2414-3146,517
2414-3197,71
2414-3413,48
2414-3421,17
2414-3545,72
2414-3782,18
2414-3790,18
2414-3839,61
2414-3952,27
2414-4088,1
2414-4169,43
2414-438X,31
2414-4398,12
2414-441X,31
2414-4533,88
2414-4592,33
2414-4606,37
2414-4630,67
2414-4665,327
2414-469X,67
2414-4754,26
2414-5009,6
2414-536X,52
2414-5602,6
2414-5629,6
2414-5963,31
2414-5998,114
2414-6005,25
2414-6358,26
2414-6366,8
2414-6528,22
2414-6625,22
2414-6633,35
2414-6641,17
2414-6803,21
2414-6811,21
2414-6900,18
2414-6994,43
2414-7524,413
2414-7931,42
2414-8091,9
2414-8377,181
2414-8385,181
2414-8946,25
2414-8989,7
2414-9004,53
2414-9047,25
2414-9152,55
2414-9179,274
2414-9209,274
2414-9268,41
2414-9314,43
2414-9411,300
2414-9470,22
2414-9497,26
2414-9519,58
2414-9527,37
2414-956X,15
2414-9691,59
2414-9705,63
2414-9853,14
2414-987X,16
2414-990X,193
2414-9926,16
2414-9934,57
2414-9942,27
2414-9969,41
2414-9985,13
2415-0290,10
2415-038X,7
2415-0479,11
2415-0487,10
2415-0495,9
2415-0509,48
2415-0517,15
2415-0525,13
2415-0541,45
2415-0835,25
2415-0908,25
2415-0916,47
2415-0924,43
2415-0959,61
2415-0991,7
2415-1017,25
2415-1033,16
2415-1041,1
2415-105X,8
2415-1289,93
2415-1297,34
2415-1300,34
2415-1386,12
2415-1408,108
2415-153X,12
2415-1629,12
2415-184X,5
2415-1963,51
2415-2005,102
2415-2455,10
2415-2463,10
2415-301X,172
2415-3028,59
2415-3036,34
2415-3125,32
2415-3435,187
2415-3443,187
2415-346X,73
2415-3508,38
2415-3710,20
2415-3885,26
2415-4563,18
2415-4946,7
2415-5829,21
2415-5837,49
2415-5896,10
2415-6221,5
2415-623X,5
2415-6248,5
2415-6256,5
2415-6264,4
2415-6272,4
2415-6450,21
2415-6469,21
2415-6655,47
2415-6698,29
2415-6809,29
2415-7007,91
2415-7287,11
2415-7325,12
2415-7848,9
2415-7856,9
2415-8445,65
2415-8739,31
2415-8798,222
2415-8836,130
2415-8860,42
2415-9093,5
2415-9395,76
2415-945X,17
2415-959X,86
2415-9662,21
2415-9751,57
2415-9883,35
2416-089X,90
2416-2140,34
2416-3953,30
2416-8742,58
2417-0097,97
2420-7748,28
2420-8124,56
2420-9643,14
2421-0285,14
2421-0293,48
2421-0404,6
2421-3691,18
2421-5848,72
2421-5856,84
2421-5864,122
2421-8030,108
2421-8162,34
2421-8251,7
2421-8898,36
2422-0000,54
2422-085X,37
2422-1074,77
2422-1619,6
2422-2704,15
2422-278X,50
2422-2844,10
2422-3158,8
2422-3174,7
2422-3182,26
2422-3271,25
2422-3670,61
2422-4022,120
2422-4073,101
2422-409X,60
2422-4200,33
2422-4219,31
2422-4324,52
2422-4650,21
2422-5126,21
2423-0804,15
2423-0820,31
2423-1924,15
2423-3331,15
2423-3420,60
2423-3439,60
2423-3765,16
2423-4311,16
2423-4443,27
2423-4451,92
2423-4486,56
2423-4494,56
2423-4583,41
2423-4818,51
2423-4923,47
2423-5717,11
2423-5733,70
2423-5741,30
2423-5822,24
2423-5830,23
2423-5903,41
2423-6276,16
2423-6497,49
2423-6829,49
2423-7086,50
2423-7167,36
2423-7574,10
2423-7582,58
2423-7604,24
2423-7752,40
2423-7787,20
2423-7876,31
2423-7892,49
2423-8171,17
2423-8198,33
2423-8260,8
2423-8279,6
2423-8287,5
2423-835X,10
2423-8368,5
2423-8376,3
2423-8767,9
2423-8775,5
2423-8783,10
2424-0990,22
2424-1741,68
2424-1903,18
2424-2667,4335
2424-2675,1572
2424-2683,351
2424-2691,816
2424-2705,274
2424-2713,184
2424-2721,247
2424-273X,77
2424-2748,545
2424-2756,978
2424-2764,654
2424-2772,541
2424-2780,555
2424-2799,1010
2424-2802,317
2424-2810,246
2424-2829,922
2424-2837,309
2424-2845,1161
2424-287X,400
2424-2896,824
2424-290X,683
2424-2926,113
2424-2934,538
2424-2942,223
2424-2950,459
2424-2969,232
2424-2977,23
2424-2985,44
2424-2993,308
2424-3000,302
2424-3019,55
2424-3027,105
2424-3051,164
2424-3078,376
2424-3086,193
2424-3094,268
2424-3108,166
2424-3116,187
2424-3124,3901
2424-3132,191
2424-3140,169
2424-3159,64
2424-3167,181
2424-3175,300
2424-3183,45
2424-3191,78
2424-3205,28
2424-3299,6
2424-3345,22
2424-3442,8
2424-3590,3
2424-3647,34
2424-3663,11
2424-3876,28
2424-3949,77
2424-4120,28
2424-4627,7
2424-4635,16
2424-4716,22
2424-5194,13
2424-6271,21
2424-6336,22
2424-6913,27
2424-7057,32
2424-7723,31
2424-7731,26
2424-7847,84
2424-7855,84
2424-7863,64
2424-7944,64
2424-7979,42
2424-8002,22
2424-8037,26
2424-8053,7
2424-810X,58
2424-8150,18
2424-8355,80
2424-8363,80
2424-8401,3
2424-841X,1
2424-8452,19
2424-8460,25
2424-8479,13
2424-8487,34
2424-8517,37
2424-8592,14
2424-8606,18
2424-8622,16
2424-8630,16
2424-8754,13
2424-8762,45
2424-8770,13
2424-8789,13
2424-8797,13
2424-8800,13
2424-8819,13
2424-8827,50
2424-8835,13
2424-8843,72
2424-8851,13
2424-886X,172
2424-8878,13
2424-8886,13
2424-8894,13
2424-8908,13
2424-8916,13
2424-8924,13
2424-8940,42
2424-8959,6
2424-8975,42
2424-8983,5
2424-9033,23
2424-9041,25
2424-905X,24
2424-9068,24
2424-9084,44
2424-9092,12
2424-9106,14
2424-9130,28
2424-9149,28
2424-9165,44
2424-922X,11
2424-9238,11
2424-9505,6
2424-9653,8
2425-0082,35
2425-0120,6
2425-1356,60
2425-1593,17
2425-1682,19
2425-1941,114
2425-2042,94
2425-2158,73
2425-231X,54
2425-6250,42
2425-6870,33
2425-6897,33
2426-0312,15
2426-296X,80
2426-3648,80
2426-413X,21
2426-5489,16
2426-5543,95
2426-6078,69
2426-6507,234
2426-8399,17
2426-8887,78
2427-0466,26
2427-9048,98
2427-9188,39
2427-920X,90
2428-0690,12
2428-3509,55
2428-3568,18
2428-3606,27
2428-5544,48
2429-4373,101
2429-4578,49
2429-4667,47
2429-9499,9
2431-1472,57
2431-1766,42
2431-2045,13
2431-210X,44
2431-4501,21
2431-8175,21
2431-8574,23
2431-8663,35
2432-0935,13
2432-1354,11
2432-3691,10
2432-9487,109
2432-9495,327
2432-9509,324
2433-1295,70
2437-0355,48
2437-1149,12
2437-1254,8
2437-1262,8
2437-2110,11
2442-2274,47
2442-2576,119
2442-305X,10
2442-3076,48
2442-3084,37
2442-3149,7
2442-3289,62
2442-3300,13
2442-3750,36
2442-3823,47
2442-3866,40
2442-3890,11
2442-3998,77
2442-4110,123
2442-4218,28
2442-4285,62
2442-4838,45
2442-4951,1
2442-5001,21
2442-5133,1
2442-5168,38
2442-5230,11
2442-5249,36
2442-5419,45
2442-5451,36
2442-5494,28
2442-5613,46
2442-5958,8
2442-6571,37
2442-6636,40
2442-6725,2
2442-7020,7
2442-7276,73
2442-7608,1
2442-7756,22
2442-7802,51
2442-7888,19
2442-8078,23
2442-8485,12
2442-8604,43
2442-8620,162
2442-8655,1
2442-871X,91
2442-8728,26
2442-8795,77
2442-8868,20
2442-8922,49
2442-8957,142
2442-904X,20
2442-9139,15
2442-9325,102
2442-9430,49
2442-9473,60
2442-9651,42
2442-9732,45
2442-9740,121
2442-9805,50
2442-983X,8
2442-9848,40
2442-9880,88
2442-9899,88
2443-0110,7
2443-0390,37
2443-0544,40
2443-0587,7
2443-0668,19
2443-0765,61
2443-0994,98
2443-1168,56
2443-1265,42
2443-1273,39
2443-1281,40
2443-1311,24
2443-1419,32
2443-1524,118
2443-1591,55
2443-2008,38
2443-2512,32
2443-2555,22
2443-258X,94
2443-2660,86
2443-3381,32
2443-3462,59
2443-3497,31
2443-3527,42
2443-3535,1
2443-3616,150
2443-3853,84
2443-4183,66
2443-4477,50
2443-9827,116
2444-0043,99
2444-0221,101
2444-023X,166
2444-0248,51
2444-0256,45
2444-0272,122
2444-0280,73
2444-0507,199
2444-1309,44
2444-1449,16
2444-1457,14
2444-1961,7
2444-2925,46
2444-3107,7
2444-3409,19
2444-3824,120
2444-4405,42
2444-4413,32
2444-569X,22
2444-5819,59
2444-6157,24
2444-6459,6
2444-7986,37
2444-8451,20
2444-8478,42
2444-8656,47
2444-8664,38
2444-8729,30
2444-877X,12
2444-8834,23
2444-9091,22
2444-9121,19
2444-9431,10
2444-9695,11
2444-9725,24
2445-0057,51
2445-0669,14
2445-0928,8
2445-1835,15
2445-2297,14
2445-236X,9
2445-2378,12
2445-2661,14
2445-2874,8
2445-3587,25
2445-3595,11
2445-4079,15
2445-4249,17
2445-4559,25
2445-6004,16
2445-6144,28
2445-7221,41
2445-8538,9
2445-9739,15
2445-9992,3
2446-1822,7
2446-2918,6
2446-4716,76
2446-4740,83
2446-4775,59
2446-4791,10
2446-4813,75
2446-4899,18
2446-4902,8
2446-5240,45
2446-5356,34
2446-5496,23
2446-5682,21
2446-5712,37
2446-5992,194
2446-6085,10
2446-6190,16
2446-6220,86
2446-6298,82
2446-6549,90
2446-6778,80
2446-6905,55
2446-6964,66
2446-7103,56
2446-7804,10
2446-8088,78
2446-8606,99
2446-8622,35
2446-922X,34
2446-9246,20
2446-9416,64
2446-9424,54
2446-9432,20
2447-0147,32
2447-0228,94
2447-0481,74
2447-049X,74
2447-0686,39
2447-0783,10
2447-097X,19
2447-1119,4
2447-1151,25
2447-1739,121
2447-178X,24
2447-1801,103
2447-2115,61
2447-2123,31
2447-2336,10
2447-2476,11
2447-2670,32
2447-2697,29
2447-3235,2
2447-3243,2
2447-3308,113
2447-3944,33
2447-4096,40
2447-4193,87
2447-4223,50
2447-4266,143
2447-4290,16
2447-4851,28
2447-4886,47
2447-5246,85
2447-536X,108
2447-5432,20
2447-5467,31
2447-5548,184
2447-6595,54
2447-6641,14
2447-6706,97
2447-6730,42
2447-7117,36
2447-7192,21
2447-7443,29
2447-746X,50
2447-7648,23
2447-7826,38
2447-7869,21
2447-7982,24
2447-8067,125
2447-8156,19
2447-8407,60
2447-8539,30
2447-8733,67
2447-8938,46
2447-8997,58
2447-9012,70
2447-9020,23
2447-911X,43
2447-9187,44
2447-9276,28
2447-9462,30
2447-9551,18
2447-9829,16
2447-9934,22
2448-0320,15
2448-0460,27
2448-0479,42
2448-0517,16
2448-0525,36
2448-0797,15
2448-167X,30
2448-1750,33
2448-1769,33
2448-1904,15
2448-1998,5
2448-2129,12
2448-2277,52
2448-2455,60
2448-2692,22
2448-2803,33
2448-3060,7
2448-3184,37
2448-3524,27
2448-3583,30
2448-380X,33
2448-3877,46
2448-4156,37
2448-4245,17
2448-4733,1
2448-4849,409
2448-4873,105
2448-5179,23
2448-5306,6
2448-5705,213
2448-6132,9
2448-6183,109
2448-6418,59
2448-6523,235
2448-6531,136
2448-654X,141
2448-6558,131
2448-6698,103
2448-6760,1
2448-6914,49
2448-7147,20
2448-7163,18
2448-7228,8
2448-7279,27
2448-7287,17
2448-7368,26
2448-7406,5
2448-7481,12
2448-7554,176
2448-7589,7
2448-7597,277
